filename,match_start_time,cast_success_own,interrupt_success_own,times_interrupted,precog_gained_own,precog_gained_enemy,purges_own,damage_done,healing_done,deaths_caused,times_died,spells_cast,spells_purged
2025-01-02_19-20-11_-_Phlurbotomy_-_3v3_Dalaran_Sewers_(Win).mp4,2025-01-02T19:21:56,110,6,3,1,3,2,0,0,0,0,Soulburn; Demonic Gateway; Demonic Circle; Curse of Tongues; Unstable Affliction; Spell Lock; Haunt; Curse of Tongues; Shadow Bolt; Soul Rot; Phantom Singularity; Fear; Shadow Bolt; Dark Pact; Howl of Terror; Curse of Tongues; Shadow Bolt; Fear; Unstable Affliction; Haunt; Shadow Bolt; Curse of Tongues; Nether Ward; Curse of Tongues; Soulburn; Summon Darkglare; Malefic Rapture; Shadow Bolt; Curse of Exhaustion; Corruption; Spell Lock; Curse of Tongues; Unstable Affliction; Haunt; Curse of Exhaustion; Curse of Exhaustion; Fear; Shadow Bolt; Shadow Bolt; Malefic Rapture; Howl of Terror; Shadow Bolt; Fear; Dark Pact; Haunt; Shadow Bolt; Phantom Singularity; Curse of Tongues; Spell Lock; Shadow Bolt; Curse of Exhaustion; Nether Ward; Fear; Bull Rush; Gladiator's Medallion; Curse of Tongues; Shadow Bolt; Unstable Affliction; Curse of Tongues; Haunt; Curse of Tongues; Shadow Bolt; Demonic Circle: Teleport; Spell Lock; Shadow Bolt; Agony; Malefic Rapture; Malefic Rapture; Soul Rot; Shadow Bolt; Dark Pact; Curse of Tongues; Howl of Terror; Unstable Affliction; Fear; Shadow Bolt; Spell Lock; Phantom Singularity; Haunt; Shadow Bolt; Curse of Tongues; Fear; Malefic Rapture; Curse of Tongues; Curse of Tongues; Haunt; Shadow Bolt; Nether Ward; Agony; Spell Lock; Shadow Bolt; Dark Pact; Unstable Affliction; Curse of Tongues; Soulburn; Summon Darkglare; Agony; Howl of Terror; Fear; Haunt; Shadow Bolt; Shadow Bolt; Curse of Tongues; Soul Rot; Unending Resolve; Fear; Unstable Affliction; Malefic Rapture; Haunt; Shadow Bolt,124682; 1126
2025-01-02_22-06-26_-_Phlurbotomy_-_3v3_Enigma_Crucible_(Loss).mp4,2025-01-02T22:08:03,131,1,5,1,3,3,0,0,0,1,Soulburn; Demonic Gateway; Demonic Circle; Amplify Curse; Curse of the Satyr; Curse of the Satyr; Dark Pact; Nether Ward; Unstable Affliction; Curse of the Satyr; Fear; Wither; Wither; Howl of Terror; Curse of the Satyr; Curse of the Satyr; Curse of the Satyr; Phantom Singularity; Demonic Circle: Teleport; Unstable Affliction; Shadow Bolt; Spell Lock; Haunt; Curse of the Satyr; Curse of the Satyr; Curse of the Satyr; Gladiator's Medallion; Shadow Bolt; Unstable Affliction; Malevolence; Soulburn; Wither; Agony; Bull Rush; Summon Darkglare; Shadow Bolt; Haunt; Shadow Bolt; Dark Pact; Curse of the Satyr; Nether Ward; Wither; Shadow Bolt; Curse of the Satyr; Wither; Howl of Terror; Unstable Affliction; Curse of the Satyr; Shadow Bolt; Curse of Exhaustion; Amplify Curse; Curse of the Satyr; Shadow Bolt; Malefic Rapture; Phantom Singularity; Curse of the Satyr; Fel Domination; Summon Felhunter; Agony; Demonic Circle: Teleport; Shadow Bolt; Malefic Rapture; Malefic Rapture; Haunt; Wither; Curse of Exhaustion; Wither; Curse of Exhaustion; Shadow Bolt; Shadow Bolt; Dark Pact; Curse of the Satyr; Wither; Nether Ward; Shadow Bolt; Haunt; Malevolence; Fear; Unstable Affliction; Curse of the Satyr; Curse of Exhaustion; Wither; Curse of the Satyr; Phantom Singularity; Curse of the Satyr; Howl of Terror; Unstable Affliction; Shadow Bolt; Curse of the Satyr; Shadow Bolt; Demonic Circle: Teleport; Amplify Curse; Curse of the Satyr; Malefic Rapture; Soulburn; Demonic Gateway; Shadow Bolt; Dark Pact; Curse of the Satyr; Agony; Curse of the Satyr; Nether Ward; Shadow Bolt; Haunt; Shadow Bolt; Unstable Affliction; Curse of the Satyr; Wither; Agony; Demonic Circle: Teleport; Unstable Affliction; Unending Resolve; Gladiator's Medallion; Curse of the Satyr; Howl of Terror; Shadow Bolt; Malevolence; Phantom Singularity; Curse of the Satyr; Malefic Rapture; Bull Rush; Spell Lock; Unstable Affliction; Curse of Exhaustion; Curse of the Satyr; Dark Pact; Shadow Bolt; Agony; Demonic Circle: Teleport; Soulburn; Summon Darkglare,383648; 462854; 381748
2025-01-02_22-11-38_-_Phlurbotomy_-_3v3_Maldraxxus_(Loss).mp4,2025-01-02T22:14:35,109,3,0,6,3,4,0,0,0,1,Demonic Circle; Soulburn; Demonic Gateway; Unstable Affliction; Amplify Curse; Curse of the Satyr; Phantom Singularity; Wither; Bull Rush; Shadow Bolt; Dark Pact; Curse of the Satyr; Spell Lock; Haunt; Summon Darkglare; Soulburn; Curse of the Satyr; Malevolence; Wither; Agony; Wither; Shadow Bolt; Malefic Rapture; Unstable Affliction; Curse of the Satyr; Malefic Rapture; Shadow Bolt; Haunt; Wither; Malefic Rapture; Curse of the Satyr; Agony; Demonic Circle: Teleport; Soulburn; Healthstone; Howl of Terror; Shadow Bolt; Curse of the Satyr; Phantom Singularity; Agony; Agony; Curse of the Satyr; Dark Pact; Wither; Spell Lock; Haunt; Shadow Bolt; Shadow Bolt; Curse of the Satyr; Curse of the Satyr; Agony; Malefic Rapture; Shadow Bolt; Curse of the Satyr; Unstable Affliction; Demonic Circle: Teleport; Curse of the Satyr; Soulburn; Unending Resolve; Spell Lock; Fear; Haunt; Unstable Affliction; Amplify Curse; Wither; Curse of the Satyr; Howl of Terror; Phantom Singularity; Malevolence; Shadow Bolt; Shadow Bolt; Dark Pact; Curse of Exhaustion; Unstable Affliction; Haunt; Curse of the Satyr; Unstable Affliction; Shadow Bolt; Demonic Circle: Teleport; Shadow Bolt; Curse of the Satyr; Malefic Rapture; Spell Lock; Curse of Tongues; Curse of the Satyr; Bull Rush; Gladiator's Medallion; Shadow Bolt; Malefic Rapture; Agony; Wither; Soulburn; Summon Darkglare; Shadow Bolt; Curse of the Satyr; Haunt; Agony; Malefic Rapture; Phantom Singularity; Shadow Bolt; Demonic Circle: Teleport; Dark Pact; Howl of Terror; Shadow Bolt; Soulburn; Curse of Exhaustion; Curse of Exhaustion; Wither; Amplify Curse,382024; 462854; 462854; 61295
2025-01-02_22-21-25_-_Sluglishphsh_-_3v3_Empyrean_Domain_(Win).mp4,2025-01-02T22:21:42,216,0,1,8,4,0,0,0,0,0,Demonic Circle; Soulburn; Demonic Gateway; Unstable Affliction; Curse of Weakness; Curse of Weakness; Phantom Singularity; Howl of Terror; Shadow Bolt; Dark Pact; Agony; Corruption; Shadow Bolt; Demonic Circle: Teleport; Curse of Weakness; Spatial Rift; Spatial Rift; Haunt; Unstable Affliction; Soul Rot; Shadow Bolt; Soulburn; Summon Darkglare; Shadow Bolt; Curse of Exhaustion; Malefic Rapture; Malefic Rapture; Agony; Agony; Spell Lock; Corruption; Shadow Bolt; Curse of Weakness; Demonic Circle: Teleport; Curse of Tongues; Corruption; Phantom Singularity; Shadow Bolt; Haunt; Unstable Affliction; Shadow Bolt; Curse of Exhaustion; Dark Pact; Howl of Terror; Malefic Rapture; Malefic Rapture; Curse of Weakness; Shadow Bolt; Malefic Rapture; Soulburn; Curse of Exhaustion; Curse of Exhaustion; Demonic Circle: Teleport; Shadow Bolt; Curse of Exhaustion; Gladiator's Medallion; Corruption; Fear; Unstable Affliction; Spell Lock; Fear; Haunt; Shadow Bolt; Unending Resolve; Shadow Bolt; Soulburn; Healthstone; Soul Rot; Malefic Rapture; Malefic Rapture; Malefic Rapture; Corruption; Agony; Shadow Bolt; Phantom Singularity; Soulburn; Demonic Circle: Teleport; Curse of Tongues; Curse of Exhaustion; Haunt; Shadow Bolt; Dark Pact; Shadow Bolt; Malefic Rapture; Curse of Exhaustion; Agony; Curse of Exhaustion; Curse of Exhaustion; Unstable Affliction; Shadow Bolt; Curse of Tongues; Haunt; Shadow Bolt; Agony; Amplify Curse; Curse of Weakness; Howl of Terror; Agony; Demonic Circle: Teleport; Fel Domination; Spell Lock; Curse of Exhaustion; Curse of Exhaustion; Shadow Bolt; Shadow Bolt; Soulburn; Demonic Gateway; Unstable Affliction; Phantom Singularity; Curse of Weakness; Dark Pact; Haunt; Soul Rot; Shadow Bolt; Soulburn; Summon Darkglare; Shadow Bolt; Curse of Exhaustion; Malefic Rapture; Demonic Circle: Teleport; Curse of Tongues; Malefic Rapture; Corruption; Shadow Bolt; Agony; Corruption; Corruption; Agony; Unstable Affliction; Curse of Weakness; Curse of Weakness; Curse of Exhaustion; Corruption; Howl of Terror; Curse of Tongues; Demonic Circle: Teleport; Amplify Curse; Curse of Exhaustion; Spell Lock; Phantom Singularity; Dark Pact; Fear; Unstable Affliction; Haunt; Shadow Bolt; Shadow Bolt; Curse of Tongues; Malefic Rapture; Curse of Weakness; Shadow Bolt; Spatial Rift; Spatial Rift; Curse of Exhaustion; Corruption; Agony; Shadow Bolt; Curse of Tongues; Corruption; Agony; Soul Rot; Unstable Affliction; Haunt; Shadow Bolt; Spell Lock; Shadow Bolt; Curse of Tongues; Demonic Circle: Teleport; Curse of Tongues; Fear; Unstable Affliction; Shadow Bolt; Curse of Weakness; Curse of Exhaustion; Howl of Terror; Dark Pact; Phantom Singularity; Shadow Bolt; Fear; Haunt; Shadow Bolt; Curse of Weakness; Shadow Bolt; Soulburn; Malefic Rapture; Malefic Rapture; Gladiator's Medallion; Demonic Circle: Teleport; Amplify Curse; Curse of Weakness; Fear; Agony; Corruption; Shadow Bolt; Haunt; Shadow Bolt; Malefic Rapture; Curse of Weakness; Curse of Weakness; Unending Resolve; Curse of Tongues; Unstable Affliction; Shadow Bolt; Soulburn; Summon Darkglare; Haunt; Shadow Bolt; Curse of Exhaustion; Curse of Weakness; Demonic Circle: Teleport; Dark Pact; Shadow Bolt; Curse of Exhaustion; Haunt; Unstable Affliction; Soul Rot; Shadow Bolt,
2025-01-02_22-26-59_-_Sluglishphsh_-_3v3_Empyrean_Domain_(Win).mp4,2025-01-02T22:28:20,216,0,1,8,4,0,0,0,0,0,Demonic Circle; Soulburn; Demonic Gateway; Unstable Affliction; Curse of Weakness; Curse of Weakness; Phantom Singularity; Howl of Terror; Shadow Bolt; Dark Pact; Agony; Corruption; Shadow Bolt; Demonic Circle: Teleport; Curse of Weakness; Spatial Rift; Spatial Rift; Haunt; Unstable Affliction; Soul Rot; Shadow Bolt; Soulburn; Summon Darkglare; Shadow Bolt; Curse of Exhaustion; Malefic Rapture; Malefic Rapture; Agony; Agony; Spell Lock; Corruption; Shadow Bolt; Curse of Weakness; Demonic Circle: Teleport; Curse of Tongues; Corruption; Phantom Singularity; Shadow Bolt; Haunt; Unstable Affliction; Shadow Bolt; Curse of Exhaustion; Dark Pact; Howl of Terror; Malefic Rapture; Malefic Rapture; Curse of Weakness; Shadow Bolt; Malefic Rapture; Soulburn; Curse of Exhaustion; Curse of Exhaustion; Demonic Circle: Teleport; Shadow Bolt; Curse of Exhaustion; Gladiator's Medallion; Corruption; Fear; Unstable Affliction; Spell Lock; Fear; Haunt; Shadow Bolt; Unending Resolve; Shadow Bolt; Soulburn; Healthstone; Soul Rot; Malefic Rapture; Malefic Rapture; Malefic Rapture; Corruption; Agony; Shadow Bolt; Phantom Singularity; Soulburn; Demonic Circle: Teleport; Curse of Tongues; Curse of Exhaustion; Haunt; Shadow Bolt; Dark Pact; Shadow Bolt; Malefic Rapture; Curse of Exhaustion; Agony; Curse of Exhaustion; Curse of Exhaustion; Unstable Affliction; Shadow Bolt; Curse of Tongues; Haunt; Shadow Bolt; Agony; Amplify Curse; Curse of Weakness; Howl of Terror; Agony; Demonic Circle: Teleport; Fel Domination; Spell Lock; Curse of Exhaustion; Curse of Exhaustion; Shadow Bolt; Shadow Bolt; Soulburn; Demonic Gateway; Unstable Affliction; Phantom Singularity; Curse of Weakness; Dark Pact; Haunt; Soul Rot; Shadow Bolt; Soulburn; Summon Darkglare; Shadow Bolt; Curse of Exhaustion; Malefic Rapture; Demonic Circle: Teleport; Curse of Tongues; Malefic Rapture; Corruption; Shadow Bolt; Agony; Corruption; Corruption; Agony; Unstable Affliction; Curse of Weakness; Curse of Weakness; Curse of Exhaustion; Corruption; Howl of Terror; Curse of Tongues; Demonic Circle: Teleport; Amplify Curse; Curse of Exhaustion; Spell Lock; Phantom Singularity; Dark Pact; Fear; Unstable Affliction; Haunt; Shadow Bolt; Shadow Bolt; Curse of Tongues; Malefic Rapture; Curse of Weakness; Shadow Bolt; Spatial Rift; Spatial Rift; Curse of Exhaustion; Corruption; Agony; Shadow Bolt; Curse of Tongues; Corruption; Agony; Soul Rot; Unstable Affliction; Haunt; Shadow Bolt; Spell Lock; Shadow Bolt; Curse of Tongues; Demonic Circle: Teleport; Curse of Tongues; Fear; Unstable Affliction; Shadow Bolt; Curse of Weakness; Curse of Exhaustion; Howl of Terror; Dark Pact; Phantom Singularity; Shadow Bolt; Fear; Haunt; Shadow Bolt; Curse of Weakness; Shadow Bolt; Soulburn; Malefic Rapture; Malefic Rapture; Gladiator's Medallion; Demonic Circle: Teleport; Amplify Curse; Curse of Weakness; Fear; Agony; Corruption; Shadow Bolt; Haunt; Shadow Bolt; Malefic Rapture; Curse of Weakness; Curse of Weakness; Unending Resolve; Curse of Tongues; Unstable Affliction; Shadow Bolt; Soulburn; Summon Darkglare; Haunt; Shadow Bolt; Curse of Exhaustion; Curse of Weakness; Demonic Circle: Teleport; Dark Pact; Shadow Bolt; Curse of Exhaustion; Haunt; Unstable Affliction; Soul Rot; Shadow Bolt,
2025-01-02_22-32-16_-_Sluglishphsh_-_3v3_Mugambala_(Loss).mp4,2025-01-02T22:33:41,88,0,5,1,2,0,0,0,0,0,Demonic Circle; Dark Pact; Amplify Curse; Curse of the Satyr; Spell Lock; Curse of the Satyr; Soulburn; Demonic Gateway; Demonic Circle; Howl of Terror; Shadow Bolt; Curse of Exhaustion; Fear; Unstable Affliction; Curse of the Satyr; Agony; Shadow Bolt; Phantom Singularity; Curse of the Satyr; Spell Lock; Curse of the Satyr; Wither; Agony; Dark Pact; Unstable Affliction; Shadow Bolt; Malevolence; Summon Darkglare; Demonic Circle: Teleport; Healthstone; Soulburn; Malefic Rapture; Shadow Bolt; Howl of Terror; Curse of Exhaustion; Shadow Bolt; Spatial Rift; Spatial Rift; Haunt; Shadow Bolt; Unstable Affliction; Amplify Curse; Curse of Exhaustion; Curse of Exhaustion; Curse of the Satyr; Malefic Rapture; Wither; Shadow Bolt; Wither; Agony; Demonic Circle: Teleport; Unending Resolve; Fear; Spell Lock; Unstable Affliction; Curse of the Satyr; Haunt; Shadow Bolt; Dark Pact; Unstable Affliction; Phantom Singularity; Curse of the Satyr; Shadow Bolt; Curse of Exhaustion; Fear; Agony; Shadow Bolt; Soulburn; Health Funnel; Malefic Rapture; Curse of Exhaustion; Unstable Affliction; Curse of the Satyr; Curse of the Satyr; Curse of the Satyr; Malevolence; Malefic Rapture; Curse of the Satyr; Spell Lock; Gladiator's Medallion; Howl of Terror; Shadow Bolt; Curse of the Satyr; Shadow Bolt; Curse of the Satyr; Shadow Bolt; Shadow Bolt; Dark Pact,
2025-01-02_22-36-25_-_Sluglishphsh_-_3v3_Black_Rook_(Loss).mp4,2025-01-02T22:37:45,179,0,5,2,2,0,0,0,0,0,Soulburn; Demonic Gateway; Amplify Curse; Curse of the Satyr; Unstable Affliction; Wither; Curse of the Satyr; Fear; Phantom Singularity; Dark Pact; Shadow Bolt; Wither; Wither; Curse of the Satyr; Shadow Bolt; Curse of the Satyr; Curse of the Satyr; Summon Darkglare; Soulburn; Malevolence; Spell Lock; Shadow Bolt; Malefic Rapture; Malefic Rapture; Wither; Shadow Bolt; Nether Ward; Malefic Rapture; Curse of the Satyr; Howl of Terror; Curse of Exhaustion; Shadow Bolt; Shadow Bolt; Agony; Unstable Affliction; Haunt; Shadow Bolt; Curse of the Satyr; Curse of the Satyr; Agony; Shadow Bolt; Dark Pact; Unstable Affliction; Spell Lock; Shadow Bolt; Phantom Singularity; Wither; Curse of the Satyr; Haunt; Curse of the Satyr; Fear; Curse of the Satyr; Agony; Wither; Curse of the Satyr; Demonic Circle; Shadow Bolt; Soulburn; Demonic Gateway; Agony; Unstable Affliction; Curse of the Satyr; Spell Lock; Shadow Bolt; Nether Ward; Howl of Terror; Curse of the Satyr; Agony; Wither; Malevolence; Shadow Bolt; Shadow Bolt; Dark Pact; Demonic Circle: Teleport; Curse of the Satyr; Haunt; Shadow Bolt; Shadow Bolt; Wither; Agony; Phantom Singularity; Fear; Unstable Affliction; Shadow Bolt; Fear; Curse of the Satyr; Curse of the Satyr; Spell Lock; Shadow Bolt; Haunt; Malefic Rapture; Shadow Bolt; Howl of Terror; Unstable Affliction; Malefic Rapture; Curse of the Satyr; Nether Ward; Unstable Affliction; Agony; Haunt; Shadow Bolt; Summon Darkglare; Demonic Circle: Teleport; Dark Pact; Curse of Exhaustion; Curse of the Satyr; Shadow Bolt; Agony; Wither; Curse of the Satyr; Spell Lock; Gladiator's Medallion; Malevolence; Wither; Wither; Phantom Singularity; Shadow Bolt; Shadow Bolt; Malefic Rapture; Curse of the Satyr; Unstable Affliction; Malefic Rapture; Curse of the Satyr; Wither; Curse of the Satyr; Curse of Exhaustion; Spell Lock; Shadow Bolt; Shadow Bolt; Unstable Affliction; Nether Ward; Shadow Bolt; Curse of the Satyr; Agony; Dark Pact; Curse of Exhaustion; Howl of Terror; Shadow Bolt; Haunt; Curse of the Satyr; Curse of the Satyr; Demonic Circle: Teleport; Curse of Exhaustion; Spell Lock; Malefic Rapture; Unstable Affliction; Shadow Bolt; Phantom Singularity; Fear; Shadow Bolt; Fear; Unstable Affliction; Curse of the Satyr; Curse of the Satyr; Soulburn; Malevolence; Shadow Bolt; Shadow Bolt; Haunt; Curse of the Satyr; Shadow Bolt; Spell Lock; Malefic Rapture; Malefic Rapture; Malefic Rapture; Malefic Rapture; Shadow Bolt; Nether Ward; Dark Pact; Shadow Bolt; Agony; Howl of Terror; Shadow Bolt; Curse of the Satyr; Agony; Demonic Circle: Teleport; Shadow Bolt; Curse of the Satyr; Unending Resolve,
2025-01-03_16-30-18_-_Sluglishphsh_-_3v3_Enigma_Crucible_(Win).mp4,2025-01-03T16:33:27,71,1,1,0,2,1,0,0,0,0,Soulburn; Demonic Gateway; Demonic Circle; Amplify Curse; Curse of Tongues; Dark Pact; Curse of Exhaustion; Unstable Affliction; Corruption; Phantom Singularity; Shadow Bolt; Spell Lock; Malefic Rapture; Malefic Rapture; Malefic Rapture; Agony; Curse of Tongues; Fear; Curse of Exhaustion; Shadow Bolt; Nether Ward; Haunt; Unstable Affliction; Shadow Bolt; Soulburn; Summon Darkglare; Shadow Bolt; Agony; Howl of Terror; Curse of Tongues; Agony; Spell Lock; Corruption; Shadow Bolt; Curse of Tongues; Dark Pact; Curse of Exhaustion; Haunt; Shadow Bolt; Phantom Singularity; Shadow Bolt; Spatial Rift; Malefic Rapture; Spatial Rift; Corruption; Curse of Tongues; Curse of Exhaustion; Agony; Shadow Bolt; Spell Lock; Unending Resolve; Healthstone; Howl of Terror; Unstable Affliction; Nether Ward; Soul Rot; Haunt; Fear; Shadow Bolt; Shadow Bolt; Curse of Exhaustion; Haunt; Unstable Affliction; Shadow Bolt; Curse of Tongues; Malefic Rapture; Malefic Rapture; Malefic Rapture; Shadow Bolt; Dark Pact; Unstable Affliction,212295
2025-01-03_16-35-21_-_Sluglishphsh_-_3v3_Ruins_of_Lordaeron_(Win).mp4,2025-01-03T16:38:34,57,0,2,0,0,1,0,0,0,0,Soulburn; Demonic Gateway; Curse of Exhaustion; Curse of Exhaustion; Unstable Affliction; Haunt; Shadow Bolt; Fear; Shadow Bolt; Dark Pact; Curse of Tongues; Howl of Terror; Curse of Exhaustion; Curse of Tongues; Shadow Bolt; Fear; Soul Rot; Malefic Rapture; Malefic Rapture; Unstable Affliction; Phantom Singularity; Soulburn; Summon Darkglare; Shadow Bolt; Haunt; Shadow Bolt; Malefic Rapture; Amplify Curse; Curse of Exhaustion; Curse of Exhaustion; Shadow Bolt; Curse of Exhaustion; Spell Lock; Haunt; Shadow Bolt; Dark Pact; Curse of Exhaustion; Unstable Affliction; Shadow Bolt; Curse of Weakness; Curse of Weakness; Spatial Rift; Unstable Affliction; Curse of Exhaustion; Shadow Bolt; Gladiator's Medallion; Spatial Rift; Malefic Rapture; Fear; Malefic Rapture; Haunt; Curse of Weakness; Howl of Terror; Fear; Unstable Affliction; Shadow Bolt; Shadow Bolt,381748
2025-01-03_16-40-18_-_Phlurbotomy_-_3v3_Tol'viron_(Win).mp4,2025-01-03T16:44:49,101,0,5,2,0,0,0,0,0,0,Soulburn; Demonic Gateway; Demonic Circle; Amplify Curse; Curse of Tongues; Phantom Singularity; Corruption; Curse of Tongues; Agony; Agony; Corruption; Dark Pact; Spell Lock; Unstable Affliction; Haunt; Shadow Bolt; Shadow Bolt; Curse of Tongues; Malefic Rapture; Malefic Rapture; Malefic Rapture; Shadow Bolt; Nether Ward; Soul Rot; Shadow Bolt; Curse of Exhaustion; Curse of Exhaustion; Howl of Terror; Curse of Tongues; Shadow Bolt; Unstable Affliction; Haunt; Shadow Bolt; Soulburn; Summon Darkglare; Agony; Healthstone; Malefic Rapture; Corruption; Agony; Phantom Singularity; Shadow Bolt; Dark Pact; Curse of Tongues; Spell Lock; Corruption; Agony; Haunt; Fear; Shadow Bolt; Shadow Bolt; Agony; Unending Resolve; Malefic Rapture; Fear; Amplify Curse; Curse of Tongues; Nether Ward; Unstable Affliction; Curse of Tongues; Gladiator's Medallion; Curse of Tongues; Howl of Terror; Demonic Circle; Fear; Unstable Affliction; Curse of Exhaustion; Malefic Rapture; Malefic Rapture; Shadow Bolt; Haunt; Shadow Bolt; Malefic Rapture; Curse of Exhaustion; Curse of Exhaustion; Shadow Bolt; Dark Pact; Phantom Singularity; Agony; Curse of Tongues; Shadow Bolt; Malefic Rapture; Bull Rush; Curse of Tongues; Fear; Unstable Affliction; Haunt; Soul Rot; Shadow Bolt; Shadow Bolt; Nether Ward; Soulburn; Demonic Gateway; Shadow Bolt; Malefic Rapture; Agony; Curse of Tongues; Amplify Curse; Curse of Tongues; Malefic Rapture; Malefic Rapture,
2025-01-03_16-50-18_-_Phlurbotomy_-_3v3_Black_Rook_(Win).mp4,2025-01-03T16:53:50,37,0,2,0,0,0,0,0,0,0,Soulburn; Demonic Gateway; Curse of Tongues; Curse of Exhaustion; Amplify Curse; Curse of Exhaustion; Dark Pact; Phantom Singularity; Curse of Exhaustion; Howl of Terror; Unstable Affliction; Haunt; Shadow Bolt; Shadow Bolt; Agony; Curse of Exhaustion; Shadow Bolt; Agony; Malefic Rapture; Gladiator's Medallion; Healthstone; Soulburn; Summon Darkglare; Curse of Weakness; Soul Rot; Unstable Affliction; Haunt; Fear; Shadow Bolt; Shadow Bolt; Malefic Rapture; Curse of Exhaustion; Curse of Tongues; Demonic Circle: Teleport; Shadow Bolt; Dark Pact; Curse of Exhaustion,
2025-01-03_16-55-18_-_Phlurbotomy_-_3v3_Nagrand_(Loss).mp4,2025-01-03T16:56:48,193,0,8,4,5,0,0,0,0,1,Soulburn; Demonic Gateway; Demonic Circle; Spell Lock; Curse of Exhaustion; Corruption; Curse of Tongues; Howl of Terror; Unstable Affliction; Soul Rot; Corruption; Curse of Tongues; Agony; Shadow Bolt; Haunt; Nether Ward; Shadow Bolt; Phantom Singularity; Curse of Tongues; Summon Darkglare; Soulburn; Dark Pact; Amplify Curse; Curse of Exhaustion; Malefic Rapture; Malefic Rapture; Curse of Tongues; Shadow Bolt; Spell Lock; Unstable Affliction; Haunt; Shadow Bolt; Malefic Rapture; Bull Rush; Curse of Tongues; Shadow Bolt; Curse of Exhaustion; Curse of Exhaustion; Shadow Bolt; Corruption; Corruption; Agony; Spell Lock; Curse of Tongues; Curse of Exhaustion; Shadow Bolt; Howl of Terror; Nether Ward; Unstable Affliction; Haunt; Fear; Shadow Bolt; Malefic Rapture; Soul Rot; Phantom Singularity; Dark Pact; Shadow Bolt; Malefic Rapture; Curse of Exhaustion; Agony; Shadow Bolt; Unending Resolve; Healthstone; Soulburn; Fear; Unstable Affliction; Curse of Tongues; Haunt; Shadow Bolt; Shadow Bolt; Spell Lock; Malefic Rapture; Curse of Exhaustion; Demonic Circle: Teleport; Malefic Rapture; Shadow Bolt; Nether Ward; Haunt; Amplify Curse; Curse of Exhaustion; Shadow Bolt; Howl of Terror; Malefic Rapture; Phantom Singularity; Dark Pact; Shadow Bolt; Curse of Exhaustion; Curse of Exhaustion; Soulburn; Demonic Gateway; Curse of Tongues; Corruption; Haunt; Unstable Affliction; Shadow Bolt; Shadow Bolt; Spell Lock; Gladiator's Medallion; Curse of Tongues; Curse of Exhaustion; Demonic Circle: Teleport; Malefic Rapture; Soul Rot; Summon Darkglare; Soulburn; Curse of Exhaustion; Fear; Curse of Exhaustion; Nether Ward; Unstable Affliction; Shadow Bolt; Haunt; Shadow Bolt; Dark Pact; Malefic Rapture; Phantom Singularity; Curse of Exhaustion; Fel Domination; Summon Felhunter; Soulburn; Bull Rush; Curse of Exhaustion; Curse of Exhaustion; Shadow Bolt; Curse of Tongues; Howl of Terror; Unstable Affliction; Shadow Bolt; Curse of Tongues; Amplify Curse; Curse of Tongues; Shadow Bolt; Malefic Rapture; Nether Ward; Malefic Rapture; Spell Lock; Haunt; Shadow Bolt; Dark Pact; Demonic Circle: Teleport; Malefic Rapture; Malefic Rapture; Demonic Gateway; Unstable Affliction; Curse of Exhaustion; Spell Lock; Curse of Tongues; Howl of Terror; Phantom Singularity; Haunt; Shadow Bolt; Shadow Bolt; Demonic Circle: Teleport; Agony; Shadow Bolt; Soulburn; Nether Ward; Drain Life; Dark Pact; Curse of Exhaustion; Unstable Affliction; Spell Lock; Haunt; Shadow Bolt; Shadow Bolt; Malefic Rapture; Malefic Rapture; Unending Resolve; Malefic Rapture; Soul Rot; Curse of Tongues; Soulburn; Summon Darkglare; Demonic Circle: Teleport; Gladiator's Medallion; Howl of Terror; Unstable Affliction; Haunt; Curse of Exhaustion; Shadow Bolt; Shadow Bolt; Phantom Singularity; Spell Lock; Curse of Tongues; Nether Ward; Malefic Rapture; Bull Rush; Dark Pact; Shadow Bolt; Haunt; Shadow Bolt; Demonic Circle: Teleport; Curse of Exhaustion,
