filename,match_start_time,cast_success_own,interrupt_success_own,times_interrupted,precog_gained_own,precog_gained_enemy,purges_own,damage_done,healing_done,deaths_caused,times_died,spells_cast,spells_purged
2025-01-03_21-52-35_-_Phlurbotomy_-_3v3_Ruins_of_Lordaeron_(Loss).mp4,2025-01-03T21:54:57,137,5,6,0,1,3,0,0,0,1,Demonic Circle; Unstable Affliction; Curse of Weakness; Spell Lock; Curse of Weakness; Dark Pact; Haunt; Shadow Bolt; Shadow Bolt; Phantom Singularity; Soul Rot; Malefic Rapture; Summon Darkglare; Curse of Weakness; Shadow Bolt; Nether Ward; Malefic Rapture; Fear; Unstable Affliction; Curse of Exhaustion; Haunt; Shadow Bolt; Demonic Circle: Teleport; Curse of Exhaustion; Unstable Affliction; Shadow Bolt; Curse of Weakness; Curse of Tongues; Malefic Rapture; Howl of Terror; Shadow Bolt; Shadow Bolt; Curse of Tongues; Spell Lock; Haunt; Shadow Bolt; Agony; Fear; Dark Pact; Curse of Tongues; Curse of Tongues; Curse of Tongues; Phantom Singularity; Shadow Bolt; Unstable Affliction; Amplify Curse; Curse of Tongues; Shadow Bolt; Haunt; Shadow Bolt; Agony; Curse of Exhaustion; Curse of Exhaustion; Malefic Rapture; Shadow Bolt; Fear; Shadow Bolt; Howl of Terror; Haunt; Curse of Tongues; Shadow Bolt; Nether Ward; Fear; Unstable Affliction; Shadow Bolt; Curse of Tongues; Dark Pact; Phantom Singularity; Spell Lock; Soul Rot; Haunt; Shadow Bolt; Malefic Rapture; Corruption; Curse of Tongues; Shadow Bolt; Unstable Affliction; Curse of Exhaustion; Gladiator's Medallion; Soulburn; Demonic Circle: Teleport; Curse of Exhaustion; Unstable Affliction; Curse of Tongues; Healthstone; Soulburn; Shadow Bolt; Corruption; Curse of Exhaustion; Nether Ward; Shadow Bolt; Curse of Tongues; Spell Lock; Unstable Affliction; Curse of Exhaustion; Curse of Tongues; Dark Pact; Shadow Bolt; Phantom Singularity; Curse of Tongues; Fear; Unstable Affliction; Corruption; Howl of Terror; Shadow Bolt; Summon Darkglare; Soulburn; Corruption; Curse of Exhaustion; Agony; Spell Lock; Unstable Affliction; Shadow Bolt; Curse of Tongues; Shadow Bolt; Unending Resolve; Soulburn; Fear; Nether Ward; Fear; Fear; Demonic Circle: Teleport; Curse of Exhaustion; Spell Lock; Spell Lock; Unstable Affliction; Dark Pact; Shadow Bolt; Curse of Tongues; Agony; Howl of Terror; Curse of Exhaustion; Shadow Bolt; Soulburn; Phantom Singularity; Bull Rush; Malefic Rapture,21562; 462854; 10060
2025-01-03_22-00-02_-_Phlurbotomy_-_3v3_Hook_Point_(Win).mp4,2025-01-03T22:00:16,58,1,3,1,0,0,0,0,0,0,Demonic Circle; Soulburn; Demonic Gateway; Amplify Curse; Curse of Weakness; Dark Pact; Curse of Exhaustion; Curse of Tongues; Unstable Affliction; Soul Rot; Phantom Singularity; Shadow Bolt; Howl of Terror; Curse of Tongues; Malefic Rapture; Agony; Agony; Shadow Bolt; Malefic Rapture; Unstable Affliction; Haunt; Shadow Bolt; Soulburn; Demonic Circle: Teleport; Summon Darkglare; Shadow Bolt; Malefic Rapture; Malefic Rapture; Malefic Rapture; Malefic Rapture; Agony; Dark Pact; Spell Lock; Haunt; Shadow Bolt; Curse of Weakness; Curse of Exhaustion; Agony; Agony; Unending Resolve; Healthstone; Malefic Rapture; Corruption; Howl of Terror; Shadow Bolt; Phantom Singularity; Amplify Curse; Curse of Weakness; Corruption; Agony; Corruption; Haunt; Unstable Affliction; Shadow Bolt; Shadow Bolt; Corruption; Curse of Tongues; Agony,
2025-01-03_22-05-02_-_Phlurbotomy_-_3v3_Tiger's_Peak_(Loss).mp4,2025-01-03T22:05:34,73,1,1,1,1,4,0,0,0,1,Soulburn; Demonic Gateway; Demonic Circle; Curse of Exhaustion; Curse of Tongues; Dark Pact; Soulburn; Demonic Circle: Teleport; Unstable Affliction; Shadow Bolt; Howl of Terror; Curse of Exhaustion; Unstable Affliction; Shadow Bolt; Curse of Weakness; Bull Rush; Spell Lock; Shadow Bolt; Soul Rot; Gladiator's Medallion; Haunt; Shadow Bolt; Curse of Tongues; Fear; Soulburn; Shadow Bolt; Curse of Exhaustion; Phantom Singularity; Unstable Affliction; Malefic Rapture; Summon Darkglare; Shadow Bolt; Dark Pact; Shadow Bolt; Demonic Circle: Teleport; Howl of Terror; Curse of Tongues; Shadow Bolt; Curse of Weakness; Malefic Rapture; Agony; Unstable Affliction; Agony; Unending Resolve; Soulburn; Healthstone; Fear; Curse of Tongues; Shadow Bolt; Spell Lock; Haunt; Shadow Bolt; Curse of Exhaustion; Curse of Tongues; Amplify Curse; Soulburn; Demonic Gateway; Unstable Affliction; Phantom Singularity; Shadow Bolt; Corruption; Soulburn; Demonic Circle: Teleport; Curse of Exhaustion; Unstable Affliction; Soul Rot; Dark Pact; Shadow Bolt; Agony; Corruption; Howl of Terror; Spell Lock; Corruption,1126; 65081; 21562; 21562
2025-01-03_22-10-02_-_Phlurbotomy_-_3v3_Black_Rook_(Loss).mp4,2025-01-03T22:10:06,186,5,5,4,7,0,0,0,0,0,Demonic Circle; Soulburn; Demonic Gateway; Unstable Affliction; Curse of Tongues; Dark Pact; Malefic Rapture; Curse of Tongues; Curse of Tongues; Nether Ward; Howl of Terror; Fear; Fear; Spell Lock; Curse of Exhaustion; Shadow Bolt; Unstable Affliction; Haunt; Phantom Singularity; Shadow Bolt; Curse of Exhaustion; Shadow Bolt; Unstable Affliction; Curse of Tongues; Unstable Affliction; Soul Rot; Haunt; Agony; Curse of Tongues; Shadow Bolt; Summon Darkglare; Dark Pact; Shadow Bolt; Curse of Tongues; Curse of Tongues; Shadow Bolt; Nether Ward; Spell Lock; Unstable Affliction; Haunt; Shadow Bolt; Agony; Howl of Terror; Malefic Rapture; Curse of Tongues; Demonic Circle: Teleport; Curse of Exhaustion; Phantom Singularity; Unstable Affliction; Curse of Tongues; Shadow Bolt; Fear; Corruption; Curse of Exhaustion; Curse of Tongues; Unstable Affliction; Shadow Bolt; Spell Lock; Dark Pact; Curse of Exhaustion; Gladiator's Medallion; Haunt; Curse of Tongues; Shadow Bolt; Nether Ward; Curse of Exhaustion; Corruption; Curse of Tongues; Fear; Unstable Affliction; Fel Domination; Summon Felhunter; Grimoire of Sacrifice; Shadow Bolt; Shadow Bolt; Shadow Bolt; Bull Rush; Haunt; Phantom Singularity; Curse of Exhaustion; Howl of Terror; Curse of Exhaustion; Shadow Bolt; Dark Pact; Shadow Bolt; Unstable Affliction; Curse of Tongues; Haunt; Soul Rot; Nether Ward; Shadow Bolt; Malefic Rapture; Fear; Unstable Affliction; Amplify Curse; Corruption; Spell Lock; Curse of Weakness; Unstable Affliction; Corruption; Soulburn; Demonic Gateway; Summon Darkglare; Shadow Bolt; Howl of Terror; Haunt; Shadow Bolt; Shadow Bolt; Phantom Singularity; Demonic Circle: Teleport; Curse of Exhaustion; Dark Pact; Spell Lock; Unstable Affliction; Shadow Bolt; Agony; Curse of Exhaustion; Unending Resolve; Malefic Rapture; Fear; Unstable Affliction; Haunt; Shadow Bolt; Shadow Bolt; Curse of Tongues; Nether Ward; Unstable Affliction; Malefic Rapture; Corruption; Curse of Weakness; Howl of Terror; Shadow Bolt; Malefic Rapture; Spell Lock; Gladiator's Medallion; Demonic Circle: Teleport; Curse of Exhaustion; Shadow Bolt; Corruption; Soulburn; Healthstone; Dark Pact; Curse of Tongues; Curse of Exhaustion; Unstable Affliction; Phantom Singularity; Shadow Bolt; Soul Rot; Corruption; Amplify Curse; Curse of Weakness; Shadow Bolt; Haunt; Nether Ward; Shadow Bolt; Spell Lock; Unstable Affliction; Curse of Tongues; Curse of Tongues; Soulburn; Demonic Circle: Teleport; Fear; Unstable Affliction; Curse of Exhaustion; Shadow Bolt; Curse of Tongues; Howl of Terror; Unstable Affliction; Haunt; Shadow Bolt; Curse of Exhaustion; Unstable Affliction; Malefic Rapture; Shadow Bolt; Dark Pact; Agony; Corruption; Spell Lock; Malefic Rapture; Phantom Singularity; Shadow Bolt; Curse of Tongues; Corruption; Curse of Exhaustion; Curse of Exhaustion; Nether Ward,
2025-01-03_22-15-35_-_Phlurbotomy_-_3v3_Maldraxxus_(Loss).mp4,2025-01-03T22:17:23,90,3,3,1,0,2,0,0,0,1,Demonic Circle; Soulburn; Demonic Gateway; Dark Pact; Unstable Affliction; Curse of the Satyr; Curse of the Satyr; Agony; Wither; Phantom Singularity; Soulburn; Summon Darkglare; Nether Ward; Malevolence; Fel Domination; Shadow Bolt; Gladiator's Medallion; Howl of Terror; Unstable Affliction; Haunt; Curse of the Satyr; Shadow Bolt; Spell Lock; Curse of the Satyr; Shadow Bolt; Amplify Curse; Curse of Exhaustion; Wither; Curse of the Satyr; Malefic Rapture; Shadow Bolt; Haunt; Shadow Bolt; Malefic Rapture; Shadow Bolt; Curse of the Satyr; Soulburn; Healthstone; Agony; Dark Pact; Demonic Circle: Teleport; Shadow Bolt; Malefic Rapture; Fear; Unstable Affliction; Agony; Curse of the Satyr; Phantom Singularity; Shadow Bolt; Nether Ward; Shadow Bolt; Howl of Terror; Bull Rush; Unending Resolve; Curse of the Satyr; Fear; Unstable Affliction; Curse of the Satyr; Demonic Circle: Teleport; Curse of Exhaustion; Shadow Bolt; Unstable Affliction; Curse of Exhaustion; Agony; Malevolence; Spell Lock; Dark Pact; Malefic Rapture; Shadow Bolt; Haunt; Shadow Bolt; Curse of the Satyr; Malefic Rapture; Curse of the Satyr; Amplify Curse; Curse of the Satyr; Malefic Rapture; Howl of Terror; Agony; Unstable Affliction; Nether Ward; Shadow Bolt; Shadow Bolt; Spell Lock; Curse of Exhaustion; Curse of Exhaustion; Fear; Unstable Affliction; Shadow Bolt; Soulburn,10060; 21562
2025-01-03_22-20-02_-_Phlurbotomy_-_3v3_Enigma_Crucible_(Win).mp4,2025-01-03T22:21:55,156,3,5,0,5,7,0,0,0,0,Soulburn; Demonic Gateway; Demonic Circle; Amplify Curse; Curse of Tongues; Curse of Exhaustion; Curse of Exhaustion; Bull Rush; Howl of Terror; Nether Ward; Unstable Affliction; Shadow Bolt; Unstable Affliction; Curse of Tongues; Dark Pact; Shadow Bolt; Spell Lock; Haunt; Shadow Bolt; Phantom Singularity; Curse of Exhaustion; Soul Rot; Shadow Bolt; Curse of Tongues; Curse of Exhaustion; Demonic Circle; Curse of Tongues; Unstable Affliction; Corruption; Curse of Tongues; Soulburn; Summon Darkglare; Demonic Circle: Teleport; Curse of Exhaustion; Shadow Bolt; Malefic Rapture; Malefic Rapture; Spell Lock; Shadow Bolt; Howl of Terror; Unstable Affliction; Haunt; Curse of Tongues; Nether Ward; Fear; Unstable Affliction; Curse of Tongues; Shadow Bolt; Dark Pact; Fear; Shadow Bolt; Phantom Singularity; Amplify Curse; Curse of Exhaustion; Curse of Tongues; Shadow Bolt; Agony; Demonic Circle: Teleport; Haunt; Shadow Bolt; Spell Lock; Curse of Tongues; Curse of Tongues; Soul Rot; Malefic Rapture; Malefic Rapture; Unstable Affliction; Shadow Bolt; Agony; Curse of Tongues; Howl of Terror; Fear; Unstable Affliction; Curse of Tongues; Dark Pact; Unstable Affliction; Haunt; Shadow Bolt; Curse of Tongues; Curse of Exhaustion; Nether Ward; Malefic Rapture; Malefic Rapture; Curse of Tongues; Shadow Bolt; Fear; Malefic Rapture; Demonic Circle: Teleport; Curse of Exhaustion; Unstable Affliction; Haunt; Shadow Bolt; Shadow Bolt; Phantom Singularity; Shadow Bolt; Spell Lock; Curse of Tongues; Soul Rot; Malefic Rapture; Malefic Rapture; Agony; Agony; Summon Darkglare; Dark Pact; Malefic Rapture; Malefic Rapture; Curse of Tongues; Unstable Affliction; Nether Ward; Gladiator's Medallion; Haunt; Shadow Bolt; Shadow Bolt; Bull Rush; Howl of Terror; Corruption; Malefic Rapture; Shadow Bolt; Amplify Curse; Curse of Tongues; Malefic Rapture; Fear; Curse of Exhaustion; Curse of Exhaustion; Fel Domination; Summon Felhunter; Unstable Affliction; Curse of Tongues; Curse of Tongues; Shadow Bolt; Phantom Singularity; Haunt; Dark Pact; Curse of Exhaustion; Shadow Bolt; Shadow Bolt; Malefic Rapture; Malefic Rapture; Agony; Nether Ward; Corruption; Shadow Bolt; Spell Lock; Haunt; Shadow Bolt; Curse of Weakness; Shadow Bolt; Haunt; Unstable Affliction; Shadow Bolt; Shadow Bolt; Unstable Affliction; Curse of Tongues; Haunt; Shadow Bolt; Shadow Bolt,8936; 1126; 8936; 8936; 774; 1126; 422382
2025-01-03_22-26-10_-_Phlurbotomy_-_3v3_Ashamane's_Fall_(Win).mp4,2025-01-03T22:27:32,167,5,3,2,1,5,0,0,0,0,Demonic Circle; Soulburn; Demonic Gateway; Curse of Tongues; Curse of Exhaustion; Dark Pact; Nether Ward; Spell Lock; Unstable Affliction; Phantom Singularity; Fear; Haunt; Shadow Bolt; Curse of Tongues; Soul Rot; Soulburn; Summon Darkglare; Shadow Bolt; Fear; Fear; Curse of Tongues; Unstable Affliction; Malefic Rapture; Curse of Exhaustion; Shadow Bolt; Agony; Soulburn; Howl of Terror; Shadow Bolt; Malefic Rapture; Healthstone; Curse of Tongues; Spell Lock; Malefic Rapture; Malefic Rapture; Haunt; Shadow Bolt; Shadow Bolt; Dark Pact; Curse of Exhaustion; Curse of Exhaustion; Curse of Tongues; Phantom Singularity; Fear; Unstable Affliction; Curse of Exhaustion; Corruption; Shadow Bolt; Fear; Unstable Affliction; Curse of Tongues; Haunt; Shadow Bolt; Curse of Exhaustion; Soulburn; Demonic Circle: Teleport; Shadow Bolt; Malefic Rapture; Curse of Exhaustion; Unstable Affliction; Spell Lock; Soul Rot; Nether Ward; Haunt; Shadow Bolt; Agony; Shadow Bolt; Howl of Terror; Curse of Tongues; Dark Pact; Curse of Exhaustion; Gladiator's Medallion; Shadow Bolt; Unstable Affliction; Amplify Curse; Curse of Exhaustion; Phantom Singularity; Corruption; Haunt; Shadow Bolt; Agony; Curse of Tongues; Curse of Tongues; Unstable Affliction; Shadow Bolt; Malefic Rapture; Agony; Corruption; Unstable Affliction; Corruption; Shadow Bolt; Malefic Rapture; Malefic Rapture; Malefic Rapture; Spell Lock; Shadow Bolt; Haunt; Shadow Bolt; Howl of Terror; Nether Ward; Shadow Bolt; Soulburn; Summon Darkglare; Shadow Bolt; Curse of Tongues; Dark Pact; Bull Rush; Curse of Exhaustion; Shadow Bolt; Haunt; Shadow Bolt; Curse of Exhaustion; Phantom Singularity; Soul Rot; Malefic Rapture; Curse of Tongues; Shadow Bolt; Malefic Rapture; Curse of Tongues; Spell Lock; Curse of Tongues; Unending Resolve; Shadow Bolt; Nether Ward; Curse of Exhaustion; Unstable Affliction; Haunt; Shadow Bolt; Curse of Tongues; Dark Pact; Malefic Rapture; Curse of Exhaustion; Howl of Terror; Demonic Circle: Teleport; Malefic Rapture; Corruption; Amplify Curse; Shadow Bolt; Phantom Singularity; Corruption; Haunt; Spell Lock; Shadow Bolt; Unstable Affliction; Shadow Bolt; Curse of Exhaustion; Shadow Bolt; Fear; Fear; Unstable Affliction; Curse of Exhaustion; Soul Rot; Curse of Tongues; Haunt; Shadow Bolt; Shadow Bolt; Malefic Rapture; Curse of Exhaustion; Nether Ward; Howl of Terror; Spell Lock; Shadow Bolt; Dark Pact; Malefic Rapture; Malefic Rapture; Curse of Exhaustion; Demonic Circle: Teleport,209746; 157228; 209746; 209746; 8936
2025-01-03_22-31-50_-_Phlurbotomy_-_3v3_Dalaran_Sewers_(Win).mp4,2025-01-03T22:34:15,65,1,0,1,2,2,0,0,0,0,Soulburn; Demonic Gateway; Demonic Circle; Amplify Curse; Dark Pact; Unstable Affliction; Phantom Singularity; Drain Life; Curse of Tongues; Corruption; Corruption; Soul Rot; Curse of Weakness; Curse of Tongues; Spell Lock; Shadow Bolt; Soulburn; Summon Darkglare; Curse of Exhaustion; Demonic Circle: Teleport; Corruption; Curse of Exhaustion; Shadow Bolt; Haunt; Shadow Bolt; Howl of Terror; Unstable Affliction; Curse of Exhaustion; Curse of Tongues; Gladiator's Medallion; Shadow Bolt; Malefic Rapture; Curse of Tongues; Corruption; Haunt; Shadow Bolt; Malefic Rapture; Dark Pact; Unstable Affliction; Curse of Exhaustion; Curse of Tongues; Curse of Exhaustion; Shadow Bolt; Phantom Singularity; Curse of Tongues; Spell Lock; Agony; Agony; Shadow Bolt; Haunt; Shadow Bolt; Shadow Bolt; Curse of Tongues; Bull Rush; Unending Resolve; Soulburn; Healthstone; Curse of Exhaustion; Corruption; Shadow Bolt; Malefic Rapture; Haunt; Shadow Bolt; Curse of Tongues; Corruption,21562; 121557
2025-01-03_22-35-58_-_Phlurbotomy_-_3v3_Enigma_Crucible_(Loss).mp4,2025-01-03T22:37:52,88,2,3,1,3,2,0,0,0,1,Howl of Terror; Unstable Affliction; Nether Ward; Phantom Singularity; Corruption; Fear; Shadow Bolt; Demonic Circle; Spell Lock; Haunt; Shadow Bolt; Curse of Tongues; Curse of Exhaustion; Soul Rot; Summon Darkglare; Soulburn; Dark Pact; Shadow Bolt; Shadow Bolt; Gladiator's Medallion; Fear; Haunt; Shadow Bolt; Shadow Bolt; Malefic Rapture; Malefic Rapture; Fear; Demonic Circle: Teleport; Fel Domination; Bull Rush; Curse of Tongues; Shadow Bolt; Howl of Terror; Curse of Exhaustion; Unstable Affliction; Haunt; Phantom Singularity; Spell Lock; Shadow Bolt; Nether Ward; Malefic Rapture; Fear; Shadow Bolt; Malefic Rapture; Malefic Rapture; Curse of Tongues; Dark Pact; Malefic Rapture; Unstable Affliction; Shadow Bolt; Haunt; Fear; Shadow Bolt; Unending Resolve; Curse of Tongues; Spell Lock; Agony; Malefic Rapture; Fear; Unstable Affliction; Soul Rot; Haunt; Shadow Bolt; Howl of Terror; Unstable Affliction; Curse of Tongues; Amplify Curse; Curse of Exhaustion; Malefic Rapture; Shadow Bolt; Phantom Singularity; Nether Ward; Curse of Tongues; Agony; Fear; Healthstone; Curse of Tongues; Dark Pact; Spell Lock; Curse of Tongues; Shadow Bolt; Demonic Circle; Soulburn; Demonic Gateway; Fear; Unstable Affliction; Curse of Tongues; Shadow Bolt,21562; 124682
2025-01-03_22-40-32_-_Phlurbotomy_-_3v3_Ruins_of_Lordaeron_(Win).mp4,2025-01-03T22:43:33,67,2,1,1,1,4,0,0,0,0,Soulburn; Demonic Gateway; Amplify Curse; Unstable Affliction; Curse of Weakness; Spell Lock; Curse of Weakness; Curse of Weakness; Phantom Singularity; Bull Rush; Shadow Bolt; Curse of Exhaustion; Unstable Affliction; Corruption; Dark Pact; Curse of Exhaustion; Shadow Bolt; Malefic Rapture; Demonic Circle: Teleport; Soul Rot; Haunt; Curse of Weakness; Curse of Weakness; Shadow Bolt; Soulburn; Summon Darkglare; Fear; Shadow Bolt; Agony; Malefic Rapture; Corruption; Corruption; Demonic Gateway; Soulburn; Unstable Affliction; Shadow Bolt; Howl of Terror; Curse of Weakness; Agony; Curse of Exhaustion; Unstable Affliction; Shadow Bolt; Phantom Singularity; Agony; Malefic Rapture; Malefic Rapture; Shadow Bolt; Dark Pact; Gladiator's Medallion; Haunt; Shadow Bolt; Amplify Curse; Curse of Weakness; Malefic Rapture; Unstable Affliction; Demonic Circle: Teleport; Malefic Rapture; Shadow Bolt; Spell Lock; Agony; Corruption; Agony; Haunt; Shadow Bolt; Unending Resolve; Malefic Rapture; Curse of Exhaustion,381752; 366155; 381758; 1022
2025-01-03_22-45-18_-_Phlurbotomy_-_3v3_Enigma_Crucible_(Loss).mp4,2025-01-03T22:47:22,88,2,3,1,3,2,0,0,0,1,Howl of Terror; Unstable Affliction; Nether Ward; Phantom Singularity; Corruption; Fear; Shadow Bolt; Demonic Circle; Spell Lock; Haunt; Shadow Bolt; Curse of Tongues; Curse of Exhaustion; Soul Rot; Summon Darkglare; Soulburn; Dark Pact; Shadow Bolt; Shadow Bolt; Gladiator's Medallion; Fear; Haunt; Shadow Bolt; Shadow Bolt; Malefic Rapture; Malefic Rapture; Fear; Demonic Circle: Teleport; Fel Domination; Bull Rush; Curse of Tongues; Shadow Bolt; Howl of Terror; Curse of Exhaustion; Unstable Affliction; Haunt; Phantom Singularity; Spell Lock; Shadow Bolt; Nether Ward; Malefic Rapture; Fear; Shadow Bolt; Malefic Rapture; Malefic Rapture; Curse of Tongues; Dark Pact; Malefic Rapture; Unstable Affliction; Shadow Bolt; Haunt; Fear; Shadow Bolt; Unending Resolve; Curse of Tongues; Spell Lock; Agony; Malefic Rapture; Fear; Unstable Affliction; Soul Rot; Haunt; Shadow Bolt; Howl of Terror; Unstable Affliction; Curse of Tongues; Amplify Curse; Curse of Exhaustion; Malefic Rapture; Shadow Bolt; Phantom Singularity; Nether Ward; Curse of Tongues; Agony; Fear; Healthstone; Curse of Tongues; Dark Pact; Spell Lock; Curse of Tongues; Shadow Bolt; Demonic Circle; Soulburn; Demonic Gateway; Fear; Unstable Affliction; Curse of Tongues; Shadow Bolt,21562; 124682
2025-01-03_22-55-02_-_Phlurbotomy_-_3v3_Ruins_of_Lordaeron_(Loss).mp4,2025-01-03T22:59:39,79,2,4,2,0,1,0,0,0,0,Soulburn; Demonic Gateway; Demonic Circle; Curse of Exhaustion; Phantom Singularity; Dark Pact; Howl of Terror; Corruption; Curse of Exhaustion; Shadow Bolt; Corruption; Curse of Exhaustion; Soulburn; Gladiator's Medallion; Healthstone; Demonic Circle: Teleport; Curse of Exhaustion; Shadow Bolt; Agony; Corruption; Unstable Affliction; Spell Lock; Soul Rot; Haunt; Shadow Bolt; Soulburn; Shadow Bolt; Malefic Rapture; Curse of Tongues; Curse of Exhaustion; Summon Darkglare; Malefic Rapture; Malefic Rapture; Malefic Rapture; Shadow Bolt; Curse of Weakness; Agony; Agony; Amplify Curse; Fel Domination; Curse of Tongues; Dark Pact; Howl of Terror; Shadow Bolt; Haunt; Shadow Bolt; Malefic Rapture; Malefic Rapture; Shadow Bolt; Phantom Singularity; Curse of Exhaustion; Curse of Exhaustion; Shadow Bolt; Unstable Affliction; Unstable Affliction; Haunt; Malefic Rapture; Shadow Bolt; Agony; Malefic Rapture; Shadow Bolt; Dark Pact; Curse of Exhaustion; Soul Rot; Fear; Fear; Shadow Bolt; Haunt; Fear; Curse of Exhaustion; Soulburn; Curse of Exhaustion; Shadow Bolt; Spell Lock; Fear; Unstable Affliction; Phantom Singularity; Malefic Rapture; Curse of Exhaustion,381748
2025-01-03_23-02-05_-_Phlurbotomy_-_3v3_Ashamane's_Fall_(Win).mp4,2025-01-03T23:03:26,68,1,2,1,1,4,0,0,0,0,Demonic Circle; Soulburn; Demonic Gateway; Amplify Curse; Curse of Tongues; Curse of Exhaustion; Unstable Affliction; Curse of Tongues; Curse of Exhaustion; Soul Rot; Phantom Singularity; Dark Pact; Curse of Tongues; Summon Darkglare; Howl of Terror; Shadow Bolt; Shadow Bolt; Nether Ward; Shadow Bolt; Haunt; Shadow Bolt; Curse of Tongues; Curse of Exhaustion; Shadow Bolt; Curse of Tongues; Agony; Gladiator's Medallion; Curse of Exhaustion; Curse of Exhaustion; Shadow Bolt; Agony; Curse of Exhaustion; Curse of Exhaustion; Fear; Unstable Affliction; Curse of Tongues; Haunt; Shadow Bolt; Shadow Bolt; Curse of Exhaustion; Fear; Curse of Exhaustion; Dark Pact; Spell Lock; Curse of Tongues; Curse of Tongues; Curse of Exhaustion; Shadow Bolt; Howl of Terror; Nether Ward; Fear; Unstable Affliction; Amplify Curse; Curse of Exhaustion; Agony; Soul Rot; Haunt; Shadow Bolt; Shadow Bolt; Soulburn; Curse of Tongues; Unending Resolve; Curse of Tongues; Shadow Bolt; Unstable Affliction; Haunt; Phantom Singularity; Shadow Bolt,16870; 8936; 117828; 155777
2025-01-03_23-05-15_-_Phlurbotomy_-_3v3_Enigma_Crucible_(Win).mp4,2025-01-03T23:07:38,96,2,5,4,4,1,0,0,0,0,Soulburn; Demonic Gateway; Demonic Circle; Agony; Corruption; Curse of Weakness; Curse of Tongues; Unstable Affliction; Haunt; Curse of Tongues; Shadow Bolt; Unstable Affliction; Shadow Bolt; Phantom Singularity; Corruption; Soulburn; Dark Pact; Howl of Terror; Shadow Bolt; Nether Ward; Curse of Tongues; Spell Lock; Unstable Affliction; Amplify Curse; Curse of Tongues; Fear; Curse of Exhaustion; Corruption; Fear; Unstable Affliction; Haunt; Shadow Bolt; Shadow Bolt; Curse of Tongues; Curse of Tongues; Shadow Bolt; Agony; Soul Rot; Summon Darkglare; Soulburn; Shadow Bolt; Shadow Bolt; Howl of Terror; Shadow Bolt; Dark Pact; Phantom Singularity; Corruption; Spell Lock; Corruption; Fear; Nether Ward; Curse of Exhaustion; Gladiator's Medallion; Unstable Affliction; Curse of Weakness; Corruption; Curse of Exhaustion; Curse of Tongues; Unstable Affliction; Haunt; Shadow Bolt; Corruption; Shadow Bolt; Curse of Tongues; Howl of Terror; Unstable Affliction; Malefic Rapture; Spell Lock; Malefic Rapture; Malefic Rapture; Shadow Bolt; Dark Pact; Phantom Singularity; Amplify Curse; Curse of Tongues; Haunt; Shadow Bolt; Shadow Bolt; Demonic Circle: Teleport; Fear; Curse of Weakness; Corruption; Curse of Tongues; Bull Rush; Curse of Exhaustion; Shadow Bolt; Soul Rot; Unstable Affliction; Haunt; Spell Lock; Shadow Bolt; Nether Ward; Malefic Rapture; Shadow Bolt; Haunt; Shadow Bolt,462854
2025-01-03_23-10-17_-_Phlurbotomy_-_3v3_Empyrean_Domain_(Win).mp4,2025-01-03T23:11:40,40,1,1,0,1,2,0,0,0,0,Demonic Circle; Soulburn; Demonic Gateway; Amplify Curse; Curse of Tongues; Corruption; Unstable Affliction; Corruption; Curse of Tongues; Howl of Terror; Unstable Affliction; Nether Ward; Dark Pact; Spell Lock; Unstable Affliction; Curse of Tongues; Shadow Bolt; Bull Rush; Curse of Exhaustion; Curse of Tongues; Fear; Unstable Affliction; Haunt; Shadow Bolt; Soulburn; Summon Darkglare; Shadow Bolt; Spell Lock; Soul Rot; Phantom Singularity; Malefic Rapture; Malefic Rapture; Shadow Bolt; Curse of Tongues; Haunt; Shadow Bolt; Curse of Tongues; Shadow Bolt; Haunt; Shadow Bolt,17; 1044
